question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302216_sibling_2,article_101027,2c4328e59b9c,The Skeletal System,Dr. Welbody mentions playing Simon Says to practice bone...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302216_sibling_3,article_101027,74feae5342d4,The Skeletal System,Based on how Dr. Welbody presents information in the text...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302216_sibling_4,article_101027,efde5d24a23f,The Skeletal System,Dr. Welbody describes her previous visit when students we...,82%,✅,9/11,"grammatical_parallel, standard_alignment",20260112_125710,✅,✅,❌,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302217,article_101027,8c9b3e20eb53,The Skeletal System,Dr. Welbody would most likely agree that,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302217_sibling_1,article_101027,eb01336d1aec,The Skeletal System,How does the author use Dr. Welbody's personal experience...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302217_sibling_2,article_101027,a496173a9550,The Skeletal System,What does the author want readers to understand about Dr....,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302217_sibling_3,article_101027,555bbedd29ee,The Skeletal System,"Based on the information throughout the text, which state...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302217_sibling_4,article_101027,b3413031a251,The Skeletal System,If Dr. Welbody's computer pictures showed bones labeled o...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302218,article_101027,06895dc84936,The Skeletal System,PART A: Dr. Welbody mentions that she has pictures on her...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302218_sibling_1,article_101027,022d691263ce,The Skeletal System,The text mentions that Dr. Welbody has pictures on her co...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302218_sibling_2,article_101027,8def7e1544c0,The Skeletal System,Dr. Welbody has students perform actions like rubbing the...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302218_sibling_3,article_101027,0262ba7948bc,The Skeletal System,Based on how Dr. Welbody structures her lesson from begin...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302224,article_101028,fdce62ec9dc5,All About Bones,What does the word cope mean in section 4?,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302224_sibling_1,article_101028,9eaf3650f597,All About Bones,"Based on paragraph 2, what does the word 'stuff' refer to...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302224_sibling_2,article_101028,182273355b86,All About Bones,"According to the passage, what does 'set the bone' mean w...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302224_sibling_3,article_101028,7f6301849f4a,All About Bones,What does the word 'tissue' mean in paragraph 3 when the...,73%,❌,8/11,"difficulty_assessment, length_check, passage_reference",20260112_125710,✅,❌,✅,✅,❌,❌,✅,✅,✅,✅,✅
quiz_302224_sibling_4,article_101028,0ff74584fec3,All About Bones,"In paragraph 2, what does the phrase 'work like little fa...",82%,✅,9/11,"length_check, passage_reference",20260112_125710,✅,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅
quiz_302225,article_101028,154460beccf9,All About Bones,Someone might read this passage to,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302225_sibling_1,article_101028,3b7b0d84ac7b,All About Bones,A reader would most likely use this passage to,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302225_sibling_2,article_101028,7605a3b51f52,All About Bones,"Based on the whole passage, the author most likely believ...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302225_sibling_3,article_101028,70a65f75c587,All About Bones,What perspective does the author take when writing this p...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302225_sibling_4,article_101028,047f3e2df2f9,All About Bones,Why would someone choose to read this passage instead of...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302226,article_101028,4cacfb1b1d58,All About Bones,Read the sentence from the passage. 'They work like littl...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302226_sibling_1,article_101028,72089258f42e,All About Bones,"According to paragraph 3, the sentence 'Your bones are ha...",91%,✅,10/11,passage_reference,20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302226_sibling_2,article_101028,06a82987a6e4,All About Bones,The sentence 'They can hold up a lot of weight' in paragr...,91%,✅,10/11,grammatical_parallel,20260112_125710,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302226_sibling_3,article_101028,26d60f59f969,All About Bones,Read this sentence from paragraph 1: 'One way to take car...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302226_sibling_4,article_101028,09293c5298aa,All About Bones,"Based on paragraph 2, why does the author mention that 'y...",82%,✅,9/11,"difficulty_assessment, passage_reference",20260112_125710,✅,❌,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302227,article_101028,acc17561853b,All About Bones,What should happen just before the bone can heal back to...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302227_sibling_1,article_101028,7e8a5fc54438,All About Bones,What happens right after the doctor sets a broken bone?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302227_sibling_2,article_101028,39c26e4a334a,All About Bones,"According to the passage, what must be true before a brok...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302227_sibling_3,article_101028,39916de5bd4c,All About Bones,Why does the author explain the process of treating broke...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302227_sibling_4,article_101028,76758016e2e1,All About Bones,What causes bone marrow cells to be described as working...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302232,article_101029,ab859f600df5,The Muscular System,"According to the text about muscles, what helps you lift...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302232_sibling_1,article_101029,8a09e878f5b0,The Muscular System,Which detail from the passage best supports the idea that...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302232_sibling_2,article_101029,1076027bed74,The Muscular System,"Based on the information in paragraph 4, which type of mu...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302232_sibling_3,article_101029,d13bf82f201b,The Muscular System,"According to paragraph 2, what explains why muscles are s...",73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302232_sibling_4,article_101029,39c938ec8ae3,The Muscular System,Which detail from paragraph 3 best shows the difference b...,36%,❌,4/11,"clarity_precision, grammatical_parallel, homogeneity, single_correct_answer, specificity_balance, standard_alignment, too_close",20260112_125710,❌,✅,❌,❌,✅,✅,✅,❌,❌,❌,❌
quiz_302233,article_101029,b06efcb46cec,The Muscular System,"If a person could only use involuntary muscles, which of...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302233_sibling_1,article_101029,74b8cb4bf3cc,The Muscular System,If a person's voluntary muscles stopped working but their...,91%,✅,10/11,grammatical_parallel,20260112_125710,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302233_sibling_2,article_101029,94cf72e532b5,The Muscular System,Why does the author mention that you don't have to think...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302233_sibling_3,article_101029,09848d18dae2,The Muscular System,"Based on information in paragraphs 3 and 4, what can you...",73%,❌,8/11,"difficulty_assessment, length_check, plausibility",20260112_125710,✅,❌,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302233_sibling_4,article_101029,28df3619cad1,The Muscular System,What evidence from the passage supports the conclusion th...,82%,✅,9/11,"difficulty_assessment, homogeneity",20260112_125710,✅,❌,✅,❌,✅,✅,✅,✅,✅,✅,✅
quiz_302234,article_101029,17f36012310b,The Muscular System,The author of this passage would most likely agree that,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302234_sibling_1,article_101029,65c2f6399bb3,The Muscular System,The author begins the passage with a story about a cartoo...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302234_sibling_2,article_101029,937a9f693524,The Muscular System,How does the author structure the information in paragrap...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302234_sibling_3,article_101029,a0fb2eb7dcbe,The Muscular System,"Based on the author's explanation in paragraph 1, what im...",64%,❌,7/11,"homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,❌,✅
quiz_302234_sibling_4,article_101029,1bdac554bbbe,The Muscular System,The author includes the detail that 'about half of what y...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302235,article_101029,f204b9ed0ee9,The Muscular System,PART A: How does the author use the movie example at the...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302235_sibling_1,article_101029,976b2e6c29d6,The Muscular System,What perspective about the human body does the author wan...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302235_sibling_2,article_101029,eb636b87e444,The Muscular System,The author mentions that muscles in your stomach 'keep wo...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302235_sibling_3,article_101029,bd7c0a9c0523,The Muscular System,How does the author's use of a direct question in paragra...,73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302235_sibling_4,article_101029,30710d8b9e88,The Muscular System,"Based on the passage's opening and conclusion, what does...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302236,article_101029,f1fbc1e28d2e,The Muscular System,PART B: Based on the author's approach throughout the ent...,64%,❌,7/11,"difficulty_assessment, plausibility, specificity_balance, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,❌,❌,✅
quiz_302236_sibling_1,article_101029,1f3c82cba553,The Muscular System,The author identifies as a doctor in paragraph 1. Why is...,73%,❌,8/11,"homogeneity, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302236_sibling_2,article_101029,369bbaabab1a,The Muscular System,Why does the author provide multiple examples of muscle u...,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302236_sibling_3,article_101029,e6086052e758,The Muscular System,What does the author's comparison between lifting a box a...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302241,article_101030,aaa02c950aa2,Joints and Muscles,What is Section 3 mostly about?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302241_sibling_1,article_101030,a90e53001cab,Joints and Muscles,"Based on the information in Section 1, what is the main i...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302241_sibling_2,article_101030,d3ca9942cbf0,Joints and Muscles,"According to Section 2, what central idea does the author...",91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302241_sibling_3,article_101030,2d7a2c6393b6,Joints and Muscles,What is the primary focus of Section 4?,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302241_sibling_4,article_101030,ada5d46e2ed7,Joints and Muscles,Which statement best describes what the author mainly dis...,73%,❌,8/11,"clarity_precision, passage_reference, plausibility",20260112_125710,❌,✅,✅,✅,✅,❌,❌,✅,✅,✅,✅
quiz_302242,article_101030,02f3ba82161c,Joints and Muscles,The author of this passage would most likely agree that,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302242_sibling_1,article_101030,319508e64ec9,Joints and Muscles,The author of this passage would most likely believe that,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302242_sibling_2,article_101030,c7fcb392a7b7,Joints and Muscles,"Based on how the author presents information, which state...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302242_sibling_3,article_101030,5e825c552768,Joints and Muscles,Which conclusion about learning would the author most lik...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302242_sibling_4,article_101030,cbfa07a680ba,Joints and Muscles,The author would most likely agree with which idea about...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302243,article_101030,411f61fcf0fd,Joints and Muscles,Read the sentence from the passage. 'Ligaments connect bo...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302243_sibling_1,article_101030,2aa785b1517d,Joints and Muscles,"According to the passage, what does the sentence 'She bel...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302243_sibling_2,article_101030,e8c6bb51c173,Joints and Muscles,Read this sentence from Section 2: 'A ligament is a kind...,64%,❌,7/11,"difficulty_assessment, plausibility, single_correct_answer, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,❌,❌,✅,❌,✅
quiz_302243_sibling_3,article_101030,40cfe165ca18,Joints and Muscles,What information from the passage supports the idea that...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302243_sibling_4,article_101030,ec0e59c653ab,Joints and Muscles,"Based on the information in Section 1, what does the sent...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302244,article_101030,8ab31941e30e,Joints and Muscles,What should happen just before the muscle and bone system...,82%,✅,9/11,"clarity_precision, standard_alignment",20260112_125710,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302244_sibling_1,article_101030,e3fcd5ff6898,Joints and Muscles,"According to the myth in Section 4, what was the cause of...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302244_sibling_2,article_101030,a04dba4460d4,Joints and Muscles,What must be true about cartilage for it to work as a cus...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302244_sibling_3,article_101030,74c7fe14e199,Joints and Muscles,"Based on Section 3, what relationship exists between the...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302244_sibling_4,article_101030,6ededecc2dfb,Joints and Muscles,Why does the author include the detail that Achilles' mot...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302248,article_101031,ac9564383454,The Nervous System,"Based on the passage, what should you do if you touch som...",73%,❌,8/11,"homogeneity, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302248_sibling_1,article_101031,648dc76ce8b2,The Nervous System,What happens after your nerves send a message that you ar...,64%,❌,7/11,"homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,❌,✅
quiz_302248_sibling_2,article_101031,20a1329421bc,The Nervous System,"According to the passage, what would happen if you did no...",64%,❌,7/11,"homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,❌,✅
